,Time (s),Power (Watts)
134,0.227,2.92888e-09
135,0.229,2.92888e-09
136,0.231,4.5069e-09
137,0.233,4.5069e-09
138,0.235,2.92888e-09
139,0.237,2.92888e-09
140,0.239,2.92888e-09
141,0.241,2.92888e-09
142,0.243,6.08382e-09
143,0.245,2.92888e-09
144,0.247,4.5069e-09
145,0.25,2.92888e-09
146,0.251,4.5069e-09
147,0.253,4.5069e-09
148,0.255,2.92888e-09
149,0.257,6.08382e-09
150,0.259,6.08382e-09
151,0.261,2.92888e-09
152,0.262,2.92888e-09
153,0.264,2.92888e-09
154,0.265,1.35196e-09
155,0.267,2.92888e-09
156,0.269,2.92888e-09
157,0.272,2.92888e-09
158,0.274,6.08382e-09
159,0.275,2.92888e-09
160,0.277,7.66184e-09
161,0.279,2.92888e-09
162,0.281,4.5069e-09
163,0.283,2.92888e-09
164,0.285,2.92888e-09
165,0.287,2.92888e-09
166,0.289,6.08382e-09
167,0.291,9.23877e-09
168,0.293,2.92888e-09
169,0.295,1.35196e-09
170,0.297,2.92888e-09
171,0.299,4.5069e-09
172,0.301,2.92888e-09
173,0.302,1.35196e-09
174,0.304,2.92888e-09
175,0.305,6.08382e-09
176,0.307,7.66184e-09
177,0.308,2.92888e-09
178,0.31,4.5069e-09
179,0.311,1.35196e-09
180,0.312,2.92888e-09
181,0.313,-2.24961e-10
182,0.315,2.92888e-09
183,0.318,2.92888e-09
184,0.32,2.92888e-09
185,0.322,4.5069e-09
186,0.323,2.92888e-09
187,0.325,2.92888e-09
188,0.339,6.08382e-09
189,0.341,2.92888e-09
190,0.342,2.92888e-09
191,0.344,2.92888e-09
192,0.346,2.92888e-09
193,0.349,7.66184e-09
194,0.351,2.92888e-09
195,0.353,6.08382e-09
196,0.355,2.92888e-09
197,0.357,2.92888e-09
198,0.358,2.92888e-09
199,0.359,2.92888e-09
200,0.36,2.92888e-09
201,0.361,1.35196e-09
202,0.362,2.92888e-09
203,0.363,2.92888e-09
204,0.385,2.92888e-09
205,0.394,-1.80298e-09
206,0.395,1.35196e-09
207,0.396,1.35196e-09
208,0.397,1.35196e-09
209,0.398,4.5069e-09
210,0.399,4.5069e-09
211,0.401,4.5069e-09
212,0.403,2.92888e-09
213,0.404,4.5069e-09
214,0.405,-1.80298e-09
215,0.407,6.08382e-09
216,0.408,2.92888e-09
217,0.409,1.35196e-09
218,0.411,4.5069e-09
219,0.412,-3.3799e-09
220,0.414,6.08382e-09
221,0.415,1.35196e-09
222,0.417,2.92888e-09
223,0.419,4.5069e-09
224,0.431,2.92888e-09
225,0.433,2.92888e-09
226,0.434,1.35196e-09
227,0.435,2.92888e-09
228,0.436,7.66184e-09
229,0.437,2.92888e-09
230,0.439,6.08382e-09
231,0.44,2.92888e-09
232,0.441,4.5069e-09
233,0.442,2.92888e-09
234,0.443,1.35196e-09
235,0.444,2.92888e-09
236,0.445,2.92888e-09
237,0.446,2.92888e-09
238,0.447,6.08382e-09
239,0.448,1.35196e-09
240,0.449,2.92888e-09
241,0.45,4.5069e-09
242,0.458,4.5069e-09
243,0.462,2.92888e-09
244,0.465,2.92888e-09
245,0.467,2.92888e-09
246,0.469,1.35196e-09
247,0.47,2.92888e-09
248,0.471,1.35196e-09
249,0.472,1.35196e-09
250,0.473,4.5069e-09
251,0.474,4.5069e-09
252,0.475,4.5069e-09
253,0.476,4.5069e-09
254,0.477,2.92888e-09
255,0.478,4.5069e-09
256,0.479,2.92888e-09
257,0.48,2.92888e-09
258,0.481,4.5069e-09
259,0.482,7.66184e-09
260,0.483,-2.24961e-10
261,0.484,2.92888e-09
262,0.485,6.08382e-09
263,0.486,2.92888e-09
264,0.488,1.35196e-09
265,0.49,1.35196e-09
266,0.492,2.92888e-09
267,0.493,2.92888e-09
268,0.495,1.35196e-09
269,0.503,2.92888e-09
270,0.519,2.92888e-09
271,0.521,-2.24961e-10
272,0.523,2.92888e-09
273,0.524,-2.24961e-10
274,0.525,2.92888e-09
275,0.526,-2.24961e-10
276,0.527,-2.24961e-10
277,0.528,4.5069e-09
278,0.529,2.92888e-09
279,0.53,7.66184e-09
280,0.531,2.92888e-09
281,0.532,2.92888e-09
282,0.533,1.35196e-09
283,0.535,7.66184e-09
284,0.536,2.92888e-09
285,0.537,4.5069e-09
286,0.538,7.66184e-09
287,0.539,2.92888e-09
288,0.54,4.5069e-09
289,0.541,9.23877e-09
290,0.542,2.92888e-09
291,0.543,1.35196e-09
292,0.544,2.92888e-09
293,0.545,2.92888e-09
294,0.546,1.08168e-08
295,0.547,2.92888e-09
296,0.548,2.92888e-09
297,0.549,-2.24961e-10
298,0.55,7.66184e-09
299,0.551,2.92888e-09
300,0.552,1.35196e-09
301,0.553,4.5069e-09
302,0.554,2.92888e-09
303,0.555,4.5069e-09
304,0.556,1.35196e-09
305,0.557,2.92888e-09
306,0.558,2.92888e-09
307,0.559,7.66184e-09
308,0.56,2.92888e-09
309,0.561,4.5069e-09
310,0.562,1.35196e-09
311,0.563,4.5069e-09
312,0.564,2.92888e-09
313,0.565,2.92888e-09
314,0.566,1.35196e-09
315,0.567,2.92888e-09
316,0.568,2.92888e-09
317,0.569,2.92888e-09
318,0.57,6.08382e-09
319,0.571,1.35196e-09
320,0.572,2.92888e-09
321,0.573,4.5069e-09
322,0.574,7.66184e-09
323,0.575,4.5069e-09
324,0.576,2.92888e-09
325,0.577,6.08382e-09
326,0.578,1.35196e-09
327,0.579,1.35196e-09
328,0.58,1.35196e-09
329,0.581,4.5069e-09
330,0.582,4.5069e-09
331,0.583,-2.24961e-10
332,0.584,4.5069e-09
333,0.585,2.92888e-09
334,0.586,6.08382e-09
335,0.587,1.35196e-09
336,0.588,6.08382e-09
337,0.589,1.35196e-09
338,0.59,-2.24961e-10
339,0.591,4.5069e-09
340,0.592,2.92888e-09
341,0.593,9.23877e-09
342,0.594,2.92888e-09
343,0.595,2.92888e-09
344,0.596,4.5069e-09
345,0.597,2.92888e-09
346,0.598,-2.24961e-10
347,0.599,4.5069e-09
348,0.6,6.08382e-09
349,0.601,1.35196e-09
350,0.602,2.92888e-09
351,0.603,-2.24961e-10
352,0.604,2.92888e-09
353,0.605,6.08382e-09
354,0.606,1.35196e-09
355,0.607,2.92888e-09
356,0.608,1.35196e-09
357,0.609,-2.24961e-10
358,0.61,4.5069e-09
359,0.611,-1.80298e-09
360,0.612,-2.24961e-10
361,0.613,2.92888e-09
362,0.614,2.92888e-09
363,0.615,2.92888e-09
364,0.616,6.08382e-09
365,0.617,-2.24961e-10
366,0.618,2.92888e-09
367,0.619,1.35196e-09
368,0.62,2.92888e-09
369,0.621,2.92888e-09
370,0.622,1.35196e-09
371,0.623,2.92888e-09
372,0.624,6.08382e-09
373,0.625,4.5069e-09
374,0.626,4.5069e-09
375,0.627,2.92888e-09
376,0.628,2.92888e-09
377,0.629,2.92888e-09
378,0.63,2.92888e-09
379,0.632,6.08382e-09
380,0.634,7.66184e-09
381,0.636,1.35196e-09
382,0.638,2.92888e-09
383,0.64,2.92888e-09
384,0.642,7.66184e-09
385,0.644,2.92888e-09
386,0.646,4.5069e-09
387,0.648,2.92888e-09
388,0.651,6.08382e-09
389,0.652,1.35196e-09
390,0.654,2.92888e-09
391,0.656,9.23877e-09
392,0.658,6.08382e-09
393,0.66,2.92888e-09
394,0.662,1.35196e-09
395,0.664,2.92888e-09
396,0.666,-2.24961e-10
397,0.668,2.92888e-09
398,0.67,2.92888e-09
399,0.672,4.5069e-09
400,0.674,9.23877e-09
401,0.675,2.92888e-09
402,0.677,2.92888e-09
403,0.679,6.08382e-09
404,0.681,2.92888e-09
405,0.683,4.5069e-09
406,0.685,6.08382e-09
407,0.688,2.92888e-09
408,0.689,6.08382e-09
409,0.692,6.08382e-09
410,0.694,4.5069e-09
411,0.695,2.92888e-09
412,0.697,6.08382e-09
413,0.699,2.92888e-09
414,0.701,2.92888e-09
415,0.703,2.92888e-09
416,0.705,-2.24961e-10
417,0.707,2.92888e-09
418,0.709,7.66184e-09
419,0.711,4.5069e-09
420,0.714,1.35196e-09
421,0.716,1.35196e-09
422,0.717,2.92888e-09
423,0.719,2.92888e-09
424,0.721,2.92888e-09
425,0.724,2.92888e-09
426,0.726,1.35196e-09
427,0.727,4.5069e-09
428,0.729,4.5069e-09
429,0.731,1.35196e-09
430,0.733,1.35196e-09
431,0.735,2.92888e-09
432,0.737,1.35196e-09
433,0.739,1.35196e-09
434,0.741,1.35196e-09
435,0.743,2.92888e-09
436,0.745,2.92888e-09
437,0.747,4.5069e-09
438,0.748,6.08382e-09
439,0.749,1.35196e-09
440,0.751,2.92888e-09
441,0.752,2.92888e-09
442,0.754,2.92888e-09
443,0.756,2.92888e-09
444,0.757,2.92888e-09
445,0.759,2.92888e-09
446,0.76,2.92888e-09
447,0.762,2.92888e-09
448,0.764,2.92888e-09
449,0.766,2.92888e-09
450,0.768,7.66184e-09
451,0.77,4.5069e-09
452,0.771,2.92888e-09
453,0.772,2.92888e-09
454,0.774,7.66184e-09
455,0.775,2.92888e-09
456,0.776,4.5069e-09
457,0.777,2.92888e-09
458,0.778,4.5069e-09
459,0.779,4.5069e-09
460,0.78,4.5069e-09
461,0.781,2.92888e-09
462,0.782,2.92888e-09
463,0.783,1.35196e-09
464,0.784,4.5069e-09
465,0.785,2.92888e-09
466,0.786,6.08382e-09
467,0.787,1.35196e-09
468,0.788,2.92888e-09
469,0.789,4.5069e-09
470,0.79,1.35196e-09
471,0.791,2.92888e-09
472,0.792,2.92888e-09
473,0.793,2.92888e-09
474,0.794,2.92888e-09
475,0.795,2.92888e-09
476,0.796,2.92888e-09
477,0.797,4.5069e-09
478,0.798,2.92888e-09
479,0.799,-2.24961e-10
480,0.8,2.92888e-09
481,0.801,4.5069e-09
482,0.802,2.92888e-09
483,0.803,1.35196e-09
484,0.804,2.92888e-09
485,0.805,4.5069e-09
486,0.806,2.92888e-09
487,0.808,2.92888e-09
488,0.809,4.5069e-09
489,0.81,2.92888e-09
490,0.811,2.92888e-09
491,0.812,6.08382e-09
492,0.813,2.92888e-09
493,0.814,2.92888e-09
494,0.815,2.92888e-09
495,0.817,4.5069e-09
496,0.818,4.5069e-09
497,0.819,2.92888e-09
498,0.82,2.92888e-09
499,0.821,2.92888e-09
500,0.823,6.08382e-09
501,0.824,2.92888e-09
502,0.825,2.92888e-09
503,0.827,-2.24961e-10
504,0.828,2.92888e-09
505,0.829,2.92888e-09
506,0.83,2.92888e-09
507,0.831,2.92888e-09
508,0.832,2.92888e-09
509,0.834,1.35196e-09
510,0.835,2.92888e-09
511,0.837,2.92888e-09
512,0.838,4.5069e-09
513,0.839,2.92888e-09
514,0.841,4.5069e-09
515,0.842,4.5069e-09
516,0.844,2.92888e-09
517,0.845,1.35196e-09
518,0.846,7.66184e-09
519,0.847,2.92888e-09
520,0.848,2.92888e-09
521,0.849,2.92888e-09
522,0.85,4.5069e-09
523,0.851,1.35196e-09
524,0.852,4.5069e-09
525,0.853,1.35196e-09
526,0.854,2.92888e-09
527,0.855,2.92888e-09
528,0.856,2.92888e-09
529,0.857,-2.24961e-10
530,0.858,7.66184e-09
531,0.859,2.92888e-09
532,0.86,1.35196e-09
533,0.861,1.35196e-09
534,0.862,7.66184e-09
535,0.863,2.92888e-09
536,0.864,1.35196e-09
537,0.865,2.92888e-09
538,0.866,2.92888e-09
539,0.867,4.5069e-09
540,0.868,2.92888e-09
541,0.869,2.92888e-09
542,0.87,4.5069e-09
543,0.871,4.5069e-09
544,0.872,1.08168e-08
545,0.873,2.92888e-09
546,0.874,2.92888e-09
547,0.875,2.92888e-09
548,0.876,6.08382e-09
549,0.877,1.35196e-09
550,0.878,6.08382e-09
551,0.879,2.92888e-09
552,0.88,2.92888e-09
553,0.881,4.5069e-09
554,0.882,4.5069e-09
555,0.883,1.35196e-09
556,0.884,-2.24961e-10
557,0.885,2.92888e-09
558,0.886,1.35196e-09
559,0.887,1.35196e-09
560,0.888,4.5069e-09
561,0.889,-2.24961e-10
562,0.89,2.92888e-09
563,0.891,4.5069e-09
564,0.892,2.92888e-09
565,0.893,2.92888e-09
566,0.894,2.92888e-09
567,0.895,1.35196e-09
568,0.896,2.92888e-09
569,0.897,2.92888e-09
570,0.898,4.5069e-09
571,0.899,7.66184e-09
572,0.9,4.5069e-09
573,0.901,2.92888e-09
574,0.902,2.92888e-09
575,0.903,2.92888e-09
576,0.904,1.35196e-09
577,0.905,2.92888e-09
578,0.906,-2.24961e-10
579,0.907,2.92888e-09
580,0.908,4.5069e-09
581,0.909,2.92888e-09
582,0.91,6.08382e-09
583,0.911,1.35196e-09
584,0.912,1.35196e-09
585,0.913,7.66184e-09
586,0.914,7.66184e-09
587,0.915,2.92888e-09
588,0.916,4.5069e-09
589,0.917,7.66184e-09
590,0.918,4.5069e-09
591,0.919,2.92888e-09
592,0.92,4.5069e-09
593,0.921,2.92888e-09
594,0.922,4.5069e-09
595,0.923,4.5069e-09
596,0.924,-2.24961e-10
597,0.925,4.5069e-09
598,0.926,4.5069e-09
599,0.927,-2.24961e-10
600,0.928,2.92888e-09
601,0.929,2.92888e-09
602,0.93,6.08382e-09
603,0.931,2.92888e-09
604,0.932,2.92888e-09
605,0.933,2.92888e-09
606,0.934,2.92888e-09
607,0.935,2.92888e-09
608,0.936,6.08382e-09
609,0.937,2.92888e-09
610,0.938,4.5069e-09
611,0.939,2.92888e-09
612,0.94,2.92888e-09
613,0.941,1.35196e-09
614,0.942,4.5069e-09
615,0.943,1.35196e-09
616,0.944,1.35196e-09
617,0.945,7.66184e-09
618,0.946,1.35196e-09
619,0.947,4.5069e-09
620,0.948,2.92888e-09
621,0.949,-2.24961e-10
622,0.95,2.92888e-09
623,0.951,2.92888e-09
624,0.952,4.5069e-09
625,0.953,4.5069e-09
626,0.954,1.35196e-09
627,0.955,2.92888e-09
628,0.956,2.92888e-09
629,0.957,6.08382e-09
630,0.958,1.35196e-09
631,0.959,2.92888e-09
632,0.96,1.35196e-09
633,0.961,-2.24961e-10
634,0.962,2.92888e-09
635,0.963,7.66184e-09
636,0.964,2.92888e-09
637,0.965,4.5069e-09
638,0.966,2.92888e-09
639,0.967,4.5069e-09
640,0.968,2.92888e-09
641,0.969,2.92888e-09
642,0.97,7.66184e-09
643,0.971,6.08382e-09
644,0.972,2.92888e-09
645,0.974,1.35196e-09
646,0.976,2.92888e-09
647,0.978,2.92888e-09
648,0.981,1.35196e-09
649,0.982,4.5069e-09
650,0.984,6.08382e-09
651,0.986,-2.24961e-10
652,0.988,6.08382e-09
653,0.989,2.92888e-09
654,0.991,6.08382e-09
655,0.994,1.35196e-09
656,0.996,4.5069e-09
657,0.997,2.92888e-09
658,1.0,2.92888e-09
659,1.001,1.35196e-09
660,1.003,1.35196e-09
661,1.005,4.5069e-09
662,1.007,4.5069e-09
663,1.009,2.92888e-09
664,1.011,2.92888e-09
665,1.014,4.5069e-09
666,1.015,1.35196e-09
667,1.017,1.35196e-09
668,1.019,-2.24961e-10
669,1.02,6.08382e-09
670,1.022,4.5069e-09
671,1.023,2.92888e-09
672,1.025,2.92888e-09
673,1.027,2.92888e-09
674,1.029,1.35196e-09
675,1.03,-1.80298e-09
676,1.032,1.35196e-09
677,1.034,4.5069e-09
678,1.036,2.92888e-09
679,1.038,7.66184e-09
680,1.04,1.35196e-09
681,1.042,2.92888e-09
682,1.044,6.08382e-09
683,1.046,2.92888e-09
684,1.048,4.5069e-09
685,1.05,2.92888e-09
686,1.052,2.92888e-09
687,1.054,2.92888e-09
688,1.056,2.92888e-09
689,1.057,1.35196e-09
690,1.059,2.92888e-09
691,1.061,7.66184e-09
692,1.064,6.08382e-09
693,1.065,2.92888e-09
694,1.067,7.66184e-09
695,1.069,-2.24961e-10
696,1.071,2.92888e-09
697,1.073,1.35196e-09
698,1.075,1.35196e-09
699,1.077,2.92888e-09
700,1.079,4.5069e-09
701,1.08,1.35196e-09
702,1.082,2.92888e-09
703,1.084,1.35196e-09
704,1.086,2.92888e-09
705,1.088,4.5069e-09
706,1.09,6.08382e-09
707,1.092,6.08382e-09
708,1.094,2.92888e-09
709,1.096,4.5069e-09
710,1.098,2.92888e-09
711,1.1,2.92888e-09
712,1.102,1.35196e-09
713,1.104,1.35196e-09
714,1.106,2.92888e-09
715,1.108,2.92888e-09
716,1.11,4.5069e-09
717,1.112,7.66184e-09
718,1.113,-2.24961e-10
719,1.115,4.5069e-09
720,1.116,-2.24961e-10
721,1.118,1.35196e-09
722,1.119,1.35196e-09
723,1.121,2.92888e-09
724,1.123,6.08382e-09
725,1.125,2.92888e-09
726,1.127,2.92888e-09
727,1.129,2.92888e-09
728,1.13,1.35196e-09
729,1.132,2.92888e-09
730,1.133,1.35196e-09
731,1.135,6.08382e-09
732,1.137,2.92888e-09
733,1.139,2.92888e-09
734,1.141,2.92888e-09
735,1.143,4.5069e-09
736,1.145,4.5069e-09
737,1.146,4.5069e-09
738,1.148,1.35196e-09
739,1.149,4.5069e-09
740,1.151,2.92888e-09
741,1.153,2.92888e-09
742,1.155,2.92888e-09
743,1.157,4.5069e-09
744,1.158,7.66184e-09
745,1.159,1.35196e-09
746,1.161,2.92888e-09
747,1.163,1.35196e-09
748,1.165,6.08382e-09
749,1.167,2.92888e-09
750,1.168,7.66184e-09
751,1.17,2.92888e-09
752,1.171,1.35196e-09
753,1.172,4.5069e-09
754,1.173,4.5069e-09
755,1.174,2.92888e-09
756,1.175,2.92888e-09
757,1.176,4.5069e-09
758,1.177,-2.24961e-10
759,1.178,2.92888e-09
760,1.179,2.92888e-09
761,1.181,1.35196e-09
762,1.183,2.92888e-09
763,1.185,1.35196e-09
764,1.187,4.5069e-09
765,1.189,2.92888e-09
766,1.191,2.92888e-09
767,1.193,-2.24961e-10
768,1.195,4.5069e-09
769,1.196,2.92888e-09
770,1.198,-1.80298e-09
771,1.2,1.35196e-09
772,1.202,1.35196e-09
773,1.204,2.92888e-09
774,1.206,2.92888e-09
775,1.208,1.35196e-09
776,1.21,1.35196e-09
777,1.212,6.08382e-09
778,1.214,4.5069e-09
779,1.216,4.5069e-09
780,1.218,2.92888e-09
781,1.22,2.92888e-09
782,1.222,-2.24961e-10
783,1.224,2.92888e-09
784,1.226,1.35196e-09
785,1.228,2.92888e-09
786,1.23,4.5069e-09
787,1.232,-2.24961e-10
788,1.234,4.5069e-09
789,1.236,6.08382e-09
790,1.238,4.5069e-09
791,1.24,2.92888e-09
792,1.242,2.92888e-09
793,1.244,4.5069e-09
794,1.246,4.5069e-09
795,1.248,2.92888e-09
796,1.25,6.08382e-09
797,1.252,1.35196e-09
798,1.254,1.35196e-09
799,1.256,4.5069e-09
800,1.258,2.92888e-09
801,1.26,1.35196e-09
802,1.262,-2.24961e-10
803,1.265,1.35196e-09
804,1.266,2.92888e-09
805,1.269,2.92888e-09
806,1.27,4.5069e-09
807,1.271,4.5069e-09
808,1.273,4.5069e-09
809,1.275,2.92888e-09
810,1.277,2.92888e-09
811,1.279,7.66184e-09
812,1.281,1.35196e-09
813,1.283,1.35196e-09
814,1.285,4.5069e-09
815,1.287,2.92888e-09
816,1.289,7.66184e-09
817,1.291,1.35196e-09
818,1.293,6.08382e-09
819,1.295,4.5069e-09
820,1.297,1.35196e-09
821,1.299,2.92888e-09
822,1.301,1.35196e-09
823,1.304,2.92888e-09
824,1.305,2.92888e-09
825,1.307,2.92888e-09
826,1.309,2.92888e-09
827,1.311,1.35196e-09
828,1.313,-2.24961e-10
829,1.315,1.35196e-09
830,1.317,2.92888e-09
831,1.319,1.35196e-09
832,1.322,2.92888e-09
833,1.323,2.92888e-09
834,1.325,1.35196e-09
835,1.327,2.92888e-09
836,1.329,6.08382e-09
837,1.331,7.66184e-09
838,1.333,6.08382e-09
839,1.336,2.92888e-09
840,1.337,4.5069e-09
841,1.339,4.5069e-09
842,1.341,-2.24961e-10
843,1.343,4.5069e-09
844,1.345,4.5069e-09
845,1.347,1.35196e-09
846,1.349,1.35196e-09
847,1.351,6.08382e-09
848,1.353,2.92888e-09
849,1.355,1.35196e-09
850,1.357,2.92888e-09
851,1.359,1.35196e-09
852,1.361,1.35196e-09
853,1.364,2.92888e-09
854,1.365,2.92888e-09
855,1.368,2.92888e-09
856,1.369,2.92888e-09
857,1.371,1.35196e-09
858,1.373,2.92888e-09
859,1.375,6.08382e-09
860,1.377,2.92888e-09
861,1.379,2.92888e-09
862,1.381,2.92888e-09
863,1.383,2.92888e-09
864,1.385,1.35196e-09
865,1.387,2.92888e-09
866,1.389,2.92888e-09
867,1.391,6.08382e-09
868,1.393,4.5069e-09
869,1.395,1.23937e-08
870,1.397,2.92888e-09
871,1.399,2.92888e-09
872,1.402,-2.24961e-10
873,1.403,4.5069e-09
874,1.405,-2.24961e-10
875,1.407,2.92888e-09
876,1.41,1.35196e-09
877,1.411,2.92888e-09
878,1.413,2.92888e-09
879,1.415,1.35196e-09
880,1.417,2.92888e-09
881,1.419,7.66184e-09
882,1.421,2.92888e-09
883,1.424,2.92888e-09
884,1.425,2.92888e-09
885,1.427,6.08382e-09
886,1.428,4.5069e-09
887,1.43,2.92888e-09
888,1.432,1.35196e-09
889,1.434,2.92888e-09
890,1.436,-2.24961e-10
891,1.438,2.92888e-09
892,1.441,6.08382e-09
893,1.442,1.35196e-09
894,1.444,2.92888e-09
895,1.446,2.92888e-09
896,1.448,1.35196e-09
897,1.45,2.92888e-09
898,1.452,2.92888e-09
899,1.454,6.08382e-09
900,1.456,2.92888e-09
901,1.458,2.92888e-09
902,1.459,4.5069e-09
903,1.461,7.66184e-09
904,1.463,2.92888e-09
905,1.465,2.92888e-09
906,1.467,6.08382e-09
907,1.469,2.92888e-09
908,1.471,2.92888e-09
909,1.473,1.35196e-09
910,1.475,4.5069e-09
911,1.476,1.35196e-09
912,1.477,6.08382e-09
913,1.478,6.08382e-09
914,1.479,2.92888e-09
915,1.48,2.92888e-09
916,1.481,2.92888e-09
917,1.482,2.92888e-09
918,1.483,1.35196e-09
919,1.484,4.5069e-09
920,1.485,4.5069e-09
921,1.486,1.35196e-09
922,1.487,2.92888e-09
923,1.488,4.5069e-09
924,1.489,2.92888e-09
925,1.49,7.66184e-09
926,1.491,1.35196e-09
927,1.492,2.92888e-09
928,1.493,-2.24961e-10
929,1.494,2.92888e-09
930,1.495,1.35196e-09
931,1.496,1.35196e-09
932,1.497,4.5069e-09
933,1.498,4.5069e-09
934,1.499,2.92888e-09
935,1.5,9.23877e-09
936,1.501,2.92888e-09
937,1.502,2.92888e-09
938,1.503,-2.24961e-10
939,1.504,4.5069e-09
940,1.505,7.66184e-09
941,1.506,4.5069e-09
942,1.507,2.92888e-09
943,1.508,6.08382e-09
944,1.509,4.5069e-09
945,1.51,9.23877e-09
946,1.511,4.5069e-09
947,1.512,1.35196e-09
948,1.513,2.92888e-09
949,1.514,1.35196e-09
950,1.515,6.08382e-09
951,1.516,2.92888e-09
952,1.517,7.66184e-09
953,1.518,1.35196e-09
954,1.519,2.92888e-09
955,1.52,1.35196e-09
956,1.521,1.35196e-09
957,1.522,2.92888e-09
958,1.523,1.35196e-09
959,1.524,2.92888e-09
960,1.525,6.08382e-09
961,1.526,2.92888e-09
962,1.527,6.08382e-09
963,1.528,2.92888e-09
964,1.529,1.35196e-09
965,1.53,1.35196e-09
966,1.531,2.92888e-09
967,1.532,7.66184e-09
968,1.533,4.5069e-09
969,1.534,2.92888e-09
970,1.535,1.35196e-09
971,1.536,1.35196e-09
972,1.537,1.35196e-09
973,1.538,1.35196e-09
974,1.539,2.92888e-09
975,1.54,1.35196e-09
976,1.541,4.5069e-09
977,1.542,1.35196e-09
978,1.543,2.92888e-09
979,1.544,7.66184e-09
980,1.545,1.35196e-09
981,1.546,2.92888e-09
982,1.547,2.92888e-09
983,1.548,2.92888e-09
984,1.549,1.35196e-09
985,1.55,4.5069e-09
986,1.551,2.92888e-09
987,1.552,2.92888e-09
988,1.553,4.5069e-09
989,1.554,4.5069e-09
990,1.555,1.35196e-09
991,1.556,1.23937e-08
992,1.557,2.92888e-09
993,1.558,4.5069e-09
