,Time (s),Power (Watts)
994,1.559,2.92888e-09
995,1.56,6.08382e-09
996,1.561,4.5069e-09
997,1.562,4.5069e-09
998,1.563,6.08382e-09
999,1.564,2.92888e-09
1000,1.565,1.35196e-09
1001,1.566,4.5069e-09
1002,1.567,7.66184e-09
1003,1.568,2.92888e-09
1004,1.569,7.66184e-09
1005,1.57,6.08382e-09
1006,1.571,2.92888e-09
1007,1.572,4.5069e-09
1008,1.573,1.35196e-09
1009,1.574,4.5069e-09
1010,1.575,1.35196e-09
1011,1.577,1.35196e-09
1012,1.578,6.08382e-09
1013,1.58,1.35196e-09
1014,1.582,9.23877e-09
1015,1.584,1.35196e-09
1016,1.586,2.92888e-09
1017,1.588,2.92888e-09
1018,1.59,4.5069e-09
1019,1.592,7.66184e-09
1020,1.594,6.08382e-09
1021,1.596,2.92888e-09
1022,1.598,2.92888e-09
1023,1.6,1.35196e-09
1024,1.602,1.35196e-09
1025,1.604,2.92888e-09
1026,1.606,1.35196e-09
1027,1.608,2.92888e-09
1028,1.61,2.92888e-09
1029,1.612,2.92888e-09
1030,1.614,2.92888e-09
1031,1.615,-2.24961e-10
1032,1.616,2.92888e-09
1033,1.617,4.5069e-09
1034,1.618,1.35196e-09
1035,1.619,4.5069e-09
1036,1.62,2.92888e-09
1037,1.621,4.5069e-09
1038,1.622,2.92888e-09
1039,1.623,2.92888e-09
1040,1.624,7.66184e-09
1041,1.625,2.92888e-09
1042,1.626,2.92888e-09
1043,1.627,4.5069e-09
1044,1.628,4.5069e-09
1045,1.629,2.92888e-09
1046,1.63,4.5069e-09
1047,1.632,-2.24961e-10
1048,1.633,2.92888e-09
1049,1.634,2.92888e-09
1050,1.635,4.5069e-09
1051,1.636,1.35196e-09
1052,1.637,4.5069e-09
1053,1.638,4.5069e-09
1054,1.639,1.35196e-09
1055,1.64,4.5069e-09
1056,1.642,2.92888e-09
1057,1.643,1.35196e-09
1058,1.645,2.92888e-09
1059,1.647,1.35196e-09
1060,1.648,6.08382e-09
1061,1.65,1.08168e-08
1062,1.651,2.92888e-09
1063,1.653,1.35196e-09
1064,1.654,1.35196e-09
1065,1.656,1.35196e-09
1066,1.657,1.35196e-09
1067,1.659,2.92888e-09
1068,1.66,1.35196e-09
1069,1.662,2.92888e-09
1070,1.664,1.35196e-09
1071,1.666,1.35196e-09
1072,1.668,4.5069e-09
1073,1.67,2.92888e-09
1074,1.672,1.35196e-09
1075,1.674,1.35196e-09
1076,1.675,2.92888e-09
1077,1.677,4.5069e-09
1078,1.679,4.5069e-09
1079,1.681,2.92888e-09
1080,1.683,4.5069e-09
1081,1.685,2.92888e-09
1082,1.687,1.35196e-09
1083,1.689,7.66184e-09
1084,1.691,7.66184e-09
1085,1.693,2.92888e-09
1086,1.695,2.92888e-09
1087,1.697,4.5069e-09
1088,1.698,2.92888e-09
1089,1.7,4.5069e-09
1090,1.702,1.35196e-09
1091,1.704,4.5069e-09
1092,1.706,4.5069e-09
1093,1.708,2.92888e-09
1094,1.71,2.92888e-09
1095,1.712,6.08382e-09
1096,1.714,6.08382e-09
1097,1.716,2.92888e-09
1098,1.718,2.92888e-09
1099,1.72,2.92888e-09
1100,1.722,6.08382e-09
1101,1.724,2.92888e-09
1102,1.726,2.92888e-09
1103,1.728,4.5069e-09
1104,1.73,2.92888e-09
1105,1.732,4.5069e-09
1106,1.734,2.92888e-09
1107,1.736,2.92888e-09
1108,1.738,1.35196e-09
1109,1.74,4.5069e-09
1110,1.743,1.35196e-09
1111,1.744,2.92888e-09
1112,1.746,7.66184e-09
1113,1.748,4.5069e-09
1114,1.75,1.35196e-09
1115,1.752,2.92888e-09
1116,1.755,-2.24961e-10
1117,1.756,2.92888e-09
1118,1.758,4.5069e-09
1119,1.76,2.92888e-09
1120,1.762,2.92888e-09
1121,1.764,2.92888e-09
1122,1.767,4.5069e-09
1123,1.768,4.5069e-09
1124,1.77,7.66184e-09
1125,1.772,2.92888e-09
1126,1.774,2.92888e-09
1127,1.775,4.5069e-09
1128,1.776,7.66184e-09
1129,1.778,2.92888e-09
1130,1.78,4.5069e-09
1131,1.782,2.92888e-09
1132,1.784,2.92888e-09
1133,1.786,2.92888e-09
1134,1.788,1.35196e-09
1135,1.79,7.66184e-09
1136,1.792,-1.80298e-09
1137,1.794,2.92888e-09
1138,1.796,4.5069e-09
1139,1.798,4.5069e-09
1140,1.8,1.35196e-09
1141,1.802,2.92888e-09
1142,1.804,4.5069e-09
1143,1.806,6.08382e-09
1144,1.808,2.92888e-09
1145,1.81,-1.80298e-09
1146,1.812,2.92888e-09
1147,1.814,4.5069e-09
1148,1.816,2.92888e-09
1149,1.818,6.08382e-09
1150,1.819,1.35196e-09
1151,1.821,1.35196e-09
1152,1.823,4.5069e-09
1153,1.825,-2.24961e-10
1154,1.827,6.08382e-09
1155,1.828,2.92888e-09
1156,1.83,4.5069e-09
1157,1.831,2.92888e-09
1158,1.833,4.5069e-09
1159,1.835,2.92888e-09
1160,1.837,1.35196e-09
1161,1.839,7.66184e-09
1162,1.841,9.23877e-09
1163,1.843,2.92888e-09
1164,1.845,2.92888e-09
1165,1.847,1.35196e-09
1166,1.849,4.5069e-09
1167,1.85,1.35196e-09
1168,1.852,2.92888e-09
1169,1.854,2.92888e-09
1170,1.856,2.92888e-09
1171,1.858,-2.24961e-10
1172,1.86,2.92888e-09
1173,1.861,4.5069e-09
1174,1.863,2.92888e-09
1175,1.865,4.5069e-09
1176,1.867,4.5069e-09
1177,1.869,1.35196e-09
1178,1.871,2.92888e-09
1179,1.873,4.5069e-09
1180,1.875,2.92888e-09
1181,1.877,2.92888e-09
1182,1.879,1.08168e-08
1183,1.881,2.92888e-09
1184,1.883,1.35196e-09
1185,1.885,2.92888e-09
1186,1.887,2.92888e-09
1187,1.889,6.08382e-09
1188,1.891,1.35196e-09
1189,1.893,4.5069e-09
1190,1.896,1.35196e-09
1191,1.897,6.08382e-09
1192,1.899,2.92888e-09
1193,1.901,2.92888e-09
1194,1.903,2.92888e-09
1195,1.905,-2.24961e-10
1196,1.907,2.92888e-09
1197,1.91,2.92888e-09
1198,1.911,-2.24961e-10
1199,1.913,1.35196e-09
1200,1.915,4.5069e-09
1201,1.917,2.92888e-09
1202,1.919,2.92888e-09
1203,1.921,2.92888e-09
1204,1.923,2.92888e-09
1205,1.925,2.92888e-09
1206,1.927,2.92888e-09
1207,1.929,2.92888e-09
1208,1.931,6.08382e-09
1209,1.933,4.5069e-09
1210,1.935,7.66184e-09
1211,1.937,9.23877e-09
1212,1.939,2.92888e-09
1213,1.941,2.92888e-09
1214,1.943,4.5069e-09
1215,1.944,2.92888e-09
1216,1.946,2.92888e-09
1217,1.948,4.5069e-09
1218,1.951,1.35196e-09
1219,1.952,2.92888e-09
1220,1.954,-2.24961e-10
1221,1.956,2.92888e-09
1222,1.958,1.35196e-09
1223,1.959,4.5069e-09
1224,1.961,2.92888e-09
1225,1.963,2.92888e-09
1226,1.965,2.92888e-09
1227,1.967,1.35196e-09
1228,1.969,2.92888e-09
1229,1.971,1.35196e-09
1230,1.973,7.66184e-09
1231,1.975,4.5069e-09
1232,1.977,2.92888e-09
1233,1.979,4.5069e-09
1234,1.981,2.92888e-09
1235,1.983,1.35196e-09
1236,1.985,4.5069e-09
1237,1.987,2.92888e-09
1238,1.989,4.5069e-09
1239,1.991,4.5069e-09
1240,1.993,2.92888e-09
1241,1.995,1.35196e-09
1242,1.997,2.92888e-09
1243,1.999,1.35196e-09
1244,2.002,2.92888e-09
1245,2.003,2.92888e-09
1246,2.005,2.92888e-09
1247,2.007,4.5069e-09
1248,2.009,4.5069e-09
1249,2.011,2.92888e-09
1250,2.014,4.5069e-09
1251,2.015,2.92888e-09
1252,2.018,2.92888e-09
1253,2.019,2.92888e-09
1254,2.021,1.35196e-09
1255,2.024,2.92888e-09
1256,2.025,4.5069e-09
1257,2.027,-2.24961e-10
1258,2.029,2.92888e-09
1259,2.031,4.5069e-09
1260,2.033,-2.24961e-10
1261,2.035,2.92888e-09
1262,2.037,-2.24961e-10
1263,2.039,4.5069e-09
1264,2.041,2.92888e-09
1265,2.043,4.5069e-09
1266,2.045,6.08382e-09
1267,2.047,2.92888e-09
1268,2.049,6.08382e-09
1269,2.051,4.5069e-09
1270,2.053,2.92888e-09
1271,2.056,4.5069e-09
1272,2.057,2.92888e-09
1273,2.059,2.92888e-09
1274,2.061,1.35196e-09
1275,2.064,2.92888e-09
1276,2.066,4.5069e-09
1277,2.067,7.66184e-09
1278,2.069,2.92888e-09
1279,2.071,4.5069e-09
1280,2.073,4.5069e-09
1281,2.075,2.92888e-09
1282,2.077,4.5069e-09
1283,2.079,2.92888e-09
1284,2.081,2.92888e-09
1285,2.083,4.5069e-09
1286,2.085,1.35196e-09
1287,2.087,1.35196e-09
1288,2.089,2.92888e-09
1289,2.091,1.35196e-09
1290,2.093,2.92888e-09
1291,2.095,2.92888e-09
1292,2.098,2.92888e-09
1293,2.099,4.5069e-09
1294,2.101,1.35196e-09
1295,2.103,6.08382e-09
1296,2.105,4.5069e-09
1297,2.107,2.92888e-09
1298,2.109,2.92888e-09
1299,2.111,4.5069e-09
1300,2.113,2.92888e-09
1301,2.115,7.66184e-09
1302,2.117,4.5069e-09
1303,2.119,2.92888e-09
1304,2.121,6.08382e-09
1305,2.122,4.5069e-09
1306,2.123,2.92888e-09
1307,2.124,2.92888e-09
1308,2.125,2.92888e-09
1309,2.126,2.92888e-09
1310,2.127,4.5069e-09
1311,2.128,-2.24961e-10
1312,2.129,6.08382e-09
1313,2.13,-2.24961e-10
1314,2.131,4.5069e-09
1315,2.132,2.92888e-09
1316,2.133,4.5069e-09
1317,2.134,4.5069e-09
1318,2.135,2.92888e-09
1319,2.136,2.92888e-09
1320,2.137,2.92888e-09
1321,2.139,1.35196e-09
1322,2.141,1.35196e-09
1323,2.143,2.92888e-09
1324,2.145,1.35196e-09
1325,2.147,2.92888e-09
1326,2.149,4.5069e-09
1327,2.151,-2.24961e-10
1328,2.153,7.66184e-09
1329,2.155,2.92888e-09
1330,2.157,4.5069e-09
1331,2.159,2.92888e-09
1332,2.161,4.5069e-09
1333,2.163,1.35196e-09
1334,2.165,2.92888e-09
1335,2.167,2.92888e-09
1336,2.169,4.5069e-09
1337,2.171,1.35196e-09
1338,2.173,4.5069e-09
1339,2.175,2.92888e-09
1340,2.177,4.5069e-09
1341,2.178,2.92888e-09
1342,2.18,2.92888e-09
1343,2.182,2.92888e-09
1344,2.184,6.08382e-09
1345,2.186,2.92888e-09
1346,2.188,4.5069e-09
1347,2.19,1.35196e-09
1348,2.192,2.92888e-09
1349,2.194,2.92888e-09
1350,2.196,4.5069e-09
1351,2.198,2.92888e-09
1352,2.2,2.92888e-09
1353,2.202,1.35196e-09
1354,2.204,4.5069e-09
1355,2.206,2.92888e-09
1356,2.208,2.92888e-09
1357,2.21,7.66184e-09
1358,2.212,2.92888e-09
1359,2.214,1.35196e-09
1360,2.216,7.66184e-09
1361,2.218,-2.24961e-10
1362,2.22,1.35196e-09
1363,2.223,2.92888e-09
1364,2.224,2.92888e-09
1365,2.226,2.92888e-09
1366,2.228,7.66184e-09
1367,2.23,2.92888e-09
1368,2.232,-2.24961e-10
1369,2.234,4.5069e-09
1370,2.236,6.08382e-09
1371,2.238,2.92888e-09
1372,2.24,4.5069e-09
1373,2.242,6.08382e-09
1374,2.244,6.08382e-09
1375,2.246,4.5069e-09
1376,2.248,1.35196e-09
1377,2.25,1.35196e-09
1378,2.252,2.92888e-09
1379,2.255,2.92888e-09
1380,2.256,4.5069e-09
1381,2.259,6.08382e-09
1382,2.26,2.92888e-09
1383,2.262,1.35196e-09
1384,2.264,4.5069e-09
1385,2.266,6.08382e-09
1386,2.268,2.92888e-09
1387,2.27,6.08382e-09
1388,2.272,2.92888e-09
1389,2.274,6.08382e-09
1390,2.276,2.92888e-09
1391,2.278,2.92888e-09
1392,2.28,4.5069e-09
1393,2.282,6.08382e-09
1394,2.284,1.35196e-09
1395,2.286,7.66184e-09
1396,2.288,4.5069e-09
1397,2.29,2.92888e-09
1398,2.292,1.35196e-09
1399,2.294,2.92888e-09
1400,2.296,7.66184e-09
1401,2.298,2.92888e-09
1402,2.3,2.92888e-09
1403,2.302,-2.24961e-10
1404,2.304,4.5069e-09
1405,2.307,6.08382e-09
1406,2.308,1.35196e-09
1407,2.31,2.92888e-09
1408,2.312,1.35196e-09
1409,2.314,2.92888e-09
1410,2.316,2.92888e-09
1411,2.318,2.92888e-09
1412,2.319,4.5069e-09
1413,2.321,2.92888e-09
1414,2.323,2.92888e-09
1415,2.325,2.92888e-09
1416,2.327,4.5069e-09
1417,2.33,2.92888e-09
1418,2.331,2.92888e-09
1419,2.334,6.08382e-09
1420,2.335,2.92888e-09
1421,2.337,2.92888e-09
1422,2.339,1.35196e-09
1423,2.341,2.92888e-09
1424,2.343,2.92888e-09
1425,2.345,4.5069e-09
1426,2.346,2.92888e-09
1427,2.348,2.92888e-09
1428,2.35,-3.3799e-09
1429,2.352,4.5069e-09
1430,2.354,4.5069e-09
1431,2.356,2.92888e-09
1432,2.358,1.35196e-09
1433,2.36,6.08382e-09
1434,2.363,4.5069e-09
1435,2.364,2.92888e-09
1436,2.367,2.92888e-09
1437,2.368,4.5069e-09
1438,2.37,2.92888e-09
1439,2.372,6.08382e-09
1440,2.374,2.92888e-09
1441,2.376,1.35196e-09
1442,2.378,4.5069e-09
1443,2.38,1.35196e-09
1444,2.382,2.92888e-09
1445,2.384,2.92888e-09
1446,2.386,6.08382e-09
1447,2.388,6.08382e-09
1448,2.39,2.92888e-09
1449,2.392,2.92888e-09
1450,2.394,2.92888e-09
1451,2.396,-2.24961e-10
1452,2.398,2.92888e-09
1453,2.4,4.5069e-09
1454,2.402,4.5069e-09
1455,2.404,4.5069e-09
1456,2.406,1.35196e-09
1457,2.408,4.5069e-09
1458,2.41,1.35196e-09
1459,2.412,1.35196e-09
1460,2.415,4.5069e-09
1461,2.416,2.92888e-09
1462,2.418,2.92888e-09
1463,2.42,2.92888e-09
1464,2.422,2.92888e-09
1465,2.424,1.35196e-09
1466,2.427,1.35196e-09
1467,2.428,4.5069e-09
1468,2.431,6.08382e-09
1469,2.432,4.5069e-09
1470,2.434,4.5069e-09
1471,2.436,2.92888e-09
1472,2.438,2.92888e-09
1473,2.44,1.35196e-09
1474,2.442,4.5069e-09
1475,2.444,4.5069e-09
1476,2.446,4.5069e-09
1477,2.448,4.5069e-09
1478,2.45,2.92888e-09
1479,2.452,1.35196e-09
1480,2.454,2.92888e-09
1481,2.456,6.08382e-09
1482,2.458,4.5069e-09
1483,2.46,1.35196e-09
1484,2.463,2.92888e-09
1485,2.464,4.5069e-09
1486,2.466,2.92888e-09
1487,2.468,7.66184e-09
1488,2.47,2.92888e-09
1489,2.472,2.92888e-09
1490,2.474,1.35196e-09
1491,2.476,4.5069e-09
1492,2.478,2.92888e-09
1493,2.48,6.08382e-09
1494,2.482,2.92888e-09
1495,2.484,2.92888e-09
1496,2.486,2.92888e-09
1497,2.488,2.92888e-09
1498,2.49,2.92888e-09
1499,2.492,4.5069e-09
1500,2.493,1.35196e-09
1501,2.495,4.5069e-09
1502,2.496,4.5069e-09
1503,2.498,4.5069e-09
1504,2.5,4.5069e-09
1505,2.502,4.5069e-09
1506,2.504,4.5069e-09
1507,2.506,1.35196e-09
1508,2.509,4.5069e-09
1509,2.51,1.08168e-08
1510,2.513,2.92888e-09
1511,2.515,2.92888e-09
1512,2.516,2.92888e-09
1513,2.518,2.92888e-09
1514,2.52,4.5069e-09
1515,2.522,2.92888e-09
1516,2.524,4.5069e-09
1517,2.526,6.08382e-09
1518,2.528,4.5069e-09
1519,2.53,1.35196e-09
1520,2.532,2.92888e-09
1521,2.534,2.92888e-09
1522,2.536,2.92888e-09
1523,2.538,4.5069e-09
1524,2.54,2.92888e-09
1525,2.542,1.08168e-08
1526,2.544,6.08382e-09
1527,2.546,4.5069e-09
1528,2.548,2.92888e-09
1529,2.55,7.66184e-09
1530,2.552,2.92888e-09
1531,2.555,4.5069e-09
1532,2.556,2.92888e-09
1533,2.559,7.66184e-09
1534,2.56,2.92888e-09
1535,2.561,2.92888e-09
1536,2.564,-2.24961e-10
1537,2.565,1.35196e-09
1538,2.567,2.92888e-09
1539,2.569,2.92888e-09
1540,2.571,4.5069e-09
1541,2.573,1.08168e-08
1542,2.575,2.92888e-09
1543,2.577,7.66184e-09
1544,2.579,-2.24961e-10
1545,2.581,1.35196e-09
1546,2.583,2.92888e-09
1547,2.585,6.08382e-09
1548,2.587,2.92888e-09
1549,2.589,2.92888e-09
1550,2.591,2.92888e-09
1551,2.593,2.92888e-09
1552,2.595,4.5069e-09
1553,2.596,2.92888e-09
1554,2.598,7.66184e-09
1555,2.6,2.92888e-09
1556,2.602,1.08168e-08
1557,2.603,2.92888e-09
1558,2.606,1.35196e-09
1559,2.607,7.66184e-09
1560,2.61,9.23877e-09
1561,2.611,2.92888e-09
1562,2.614,-2.24961e-10
1563,2.615,4.5069e-09
1564,2.618,4.5069e-09
1565,2.62,4.5069e-09
1566,2.622,4.5069e-09
1567,2.623,2.92888e-09
1568,2.625,-1.80298e-09
1569,2.627,9.23877e-09
1570,2.629,1.35196e-09
1571,2.631,4.5069e-09
1572,2.633,1.35196e-09
1573,2.635,6.08382e-09
1574,2.637,4.5069e-09
1575,2.639,2.92888e-09
1576,2.641,7.66184e-09
1577,2.643,1.35196e-09
1578,2.646,6.08382e-09
1579,2.648,2.92888e-09
1580,2.649,4.5069e-09
1581,2.651,4.5069e-09
1582,2.653,2.92888e-09
1583,2.655,2.92888e-09
1584,2.657,4.5069e-09
1585,2.659,2.92888e-09
1586,2.661,2.92888e-09
1587,2.664,6.08382e-09
1588,2.665,7.66184e-09
1589,2.667,6.08382e-09
1590,2.669,6.08382e-09
1591,2.671,2.92888e-09
1592,2.674,6.08382e-09
1593,2.675,2.92888e-09
1594,2.677,4.5069e-09
1595,2.679,7.66184e-09
1596,2.681,4.5069e-09
1597,2.683,2.92888e-09
1598,2.685,4.5069e-09
1599,2.687,6.08382e-09
1600,2.689,4.5069e-09
1601,2.691,4.5069e-09
1602,2.693,4.5069e-09
1603,2.696,2.92888e-09
1604,2.697,2.92888e-09
1605,2.699,2.92888e-09
1606,2.701,2.92888e-09
1607,2.703,7.66184e-09
1608,2.706,7.66184e-09
1609,2.707,4.5069e-09
1610,2.709,2.92888e-09
1611,2.711,2.92888e-09
1612,2.714,4.5069e-09
1613,2.715,2.92888e-09
1614,2.717,2.92888e-09
1615,2.719,6.08382e-09
1616,2.721,4.5069e-09
1617,2.723,4.5069e-09
1618,2.725,2.92888e-09
1619,2.727,6.08382e-09
1620,2.729,2.92888e-09
1621,2.731,4.5069e-09
1622,2.733,1.35196e-09
1623,2.735,4.5069e-09
1624,2.737,2.92888e-09
1625,2.739,1.35196e-09
1626,2.741,4.5069e-09
1627,2.743,1.35196e-09
1628,2.746,4.5069e-09
1629,2.748,4.5069e-09
1630,2.749,9.23877e-09
1631,2.752,2.92888e-09
1632,2.754,1.35196e-09
1633,2.755,6.08382e-09
1634,2.758,1.35196e-09
1635,2.76,2.92888e-09
1636,2.761,4.5069e-09
1637,2.764,2.92888e-09
1638,2.766,4.5069e-09
1639,2.767,4.5069e-09
1640,2.769,4.5069e-09
1641,2.771,4.5069e-09
1642,2.774,2.92888e-09
1643,2.776,6.08382e-09
1644,2.777,2.92888e-09
1645,2.779,6.08382e-09
1646,2.781,1.23937e-08
1647,2.783,2.92888e-09
1648,2.785,2.92888e-09
1649,2.787,6.08382e-09
1650,2.789,6.08382e-09
1651,2.791,2.92888e-09
1652,2.793,1.35196e-09
1653,2.796,4.5069e-09
1654,2.798,4.5069e-09
1655,2.799,4.5069e-09
1656,2.801,4.5069e-09
1657,2.803,2.92888e-09
1658,2.805,4.5069e-09
1659,2.807,1.08168e-08
1660,2.809,6.08382e-09
1661,2.811,7.66184e-09
1662,2.813,4.5069e-09
1663,2.815,4.5069e-09
1664,2.817,1.35196e-09
1665,2.819,6.08382e-09
1666,2.822,4.5069e-09
1667,2.823,6.08382e-09
1668,2.825,4.5069e-09
1669,2.827,6.08382e-09
1670,2.83,1.35196e-09
1671,2.831,1.35196e-09
1672,2.833,1.35196e-09
1673,2.835,2.92888e-09
1674,2.837,4.5069e-09
1675,2.839,4.5069e-09
1676,2.841,4.5069e-09
1677,2.843,2.92888e-09
1678,2.845,4.5069e-09
1679,2.847,4.5069e-09
1680,2.849,6.08382e-09
1681,2.851,4.5069e-09
1682,2.853,2.92888e-09
1683,2.855,7.66184e-09
1684,2.857,6.08382e-09
1685,2.859,4.5069e-09
1686,2.861,6.08382e-09
1687,2.863,4.5069e-09
1688,2.864,4.5069e-09
1689,2.867,7.66184e-09
1690,2.868,2.92888e-09
1691,2.87,2.92888e-09
1692,2.872,9.23877e-09
1693,2.874,6.08382e-09
1694,2.876,4.5069e-09
1695,2.878,1.35196e-09
1696,2.88,4.5069e-09
1697,2.882,2.92888e-09
1698,2.884,1.35196e-09
1699,2.886,1.35196e-09
1700,2.888,6.08382e-09
1701,2.89,4.5069e-09
1702,2.892,4.5069e-09
1703,2.894,2.92888e-09
1704,2.896,7.66184e-09
1705,2.898,4.5069e-09
1706,2.9,2.92888e-09
1707,2.902,7.66184e-09
1708,2.904,1.35196e-09
1709,2.907,2.92888e-09
1710,2.908,2.92888e-09
1711,2.91,4.5069e-09
1712,2.911,2.92888e-09
1713,2.913,4.5069e-09
1714,2.915,2.92888e-09
1715,2.917,2.92888e-09
1716,2.919,2.92888e-09
1717,2.921,4.5069e-09
1718,2.923,4.5069e-09
1719,2.925,2.92888e-09
1720,2.927,4.5069e-09
1721,2.929,4.5069e-09
1722,2.931,2.92888e-09
1723,2.933,2.92888e-09
1724,2.935,2.92888e-09
1725,2.937,4.5069e-09
1726,2.939,4.5069e-09
1727,2.941,2.92888e-09
1728,2.943,1.35196e-09
1729,2.944,1.35196e-09
1730,2.946,4.5069e-09
1731,2.948,2.92888e-09
1732,2.95,-2.24961e-10
1733,2.952,2.92888e-09
1734,2.954,4.5069e-09
1735,2.956,2.92888e-09
1736,2.958,2.92888e-09
1737,2.96,4.5069e-09
1738,2.962,4.5069e-09
1739,2.964,2.92888e-09
1740,2.966,2.92888e-09
1741,2.968,4.5069e-09
1742,2.97,2.92888e-09
1743,2.972,2.92888e-09
1744,2.974,2.92888e-09
1745,2.977,-2.24961e-10
1746,2.978,4.5069e-09
1747,2.98,2.92888e-09
1748,2.982,4.5069e-09
1749,2.984,2.92888e-09
1750,2.986,1.35196e-09
1751,2.988,6.08382e-09
1752,2.99,2.92888e-09
1753,2.992,1.35196e-09
1754,2.994,4.5069e-09
1755,2.996,4.5069e-09
1756,2.998,2.92888e-09
1757,3.0,4.5069e-09
1758,3.002,2.92888e-09
1759,3.004,2.92888e-09
1760,3.006,1.35196e-09
1761,3.007,2.92888e-09
1762,3.009,4.5069e-09
1763,3.011,4.5069e-09
1764,3.013,1.35196e-09
1765,3.015,-2.24961e-10
1766,3.017,2.92888e-09
1767,3.019,1.35196e-09
1768,3.021,2.92888e-09
1769,3.023,2.92888e-09
1770,3.025,1.35196e-09
1771,3.027,4.5069e-09
1772,3.029,7.66184e-09
1773,3.031,2.92888e-09
1774,3.033,-2.24961e-10
1775,3.035,-2.24961e-10
1776,3.037,9.23877e-09
1777,3.038,2.92888e-09
1778,3.039,2.92888e-09
1779,3.041,-2.24961e-10
1780,3.043,1.35196e-09
1781,3.046,2.92888e-09
1782,3.047,4.5069e-09
1783,3.05,4.5069e-09
1784,3.051,2.92888e-09
1785,3.053,2.92888e-09
1786,3.054,2.92888e-09
1787,3.057,2.92888e-09
1788,3.058,2.92888e-09
1789,3.06,2.92888e-09
1790,3.061,2.92888e-09
1791,3.064,2.92888e-09
1792,3.065,4.5069e-09
1793,3.068,-2.24961e-10
1794,3.069,2.92888e-09
1795,3.072,4.5069e-09
1796,3.073,2.92888e-09
1797,3.076,2.92888e-09
1798,3.077,-2.24961e-10
1799,3.079,2.92888e-09
1800,3.081,1.35196e-09
1801,3.083,4.5069e-09
1802,3.085,2.92888e-09
1803,3.087,1.35196e-09
1804,3.089,4.5069e-09
1805,3.091,6.08382e-09
1806,3.093,2.92888e-09
1807,3.095,2.92888e-09
1808,3.097,1.35196e-09
1809,3.099,2.92888e-09
1810,3.101,1.35196e-09
1811,3.103,4.5069e-09
1812,3.106,2.92888e-09
1813,3.107,2.92888e-09
1814,3.109,2.92888e-09
1815,3.111,2.92888e-09
1816,3.113,-2.24961e-10
1817,3.114,2.92888e-09
1818,3.116,2.92888e-09
1819,3.117,-1.80298e-09
1820,3.119,9.23877e-09
1821,3.121,9.23877e-09
1822,3.122,2.92888e-09
1823,3.125,6.08382e-09
1824,3.126,1.35196e-09
1825,3.128,-1.80298e-09
1826,3.129,2.92888e-09
1827,3.131,2.92888e-09
1828,3.133,4.5069e-09
1829,3.135,1.35196e-09
1830,3.137,2.92888e-09
1831,3.139,2.92888e-09
1832,3.141,2.92888e-09
1833,3.143,7.66184e-09
1834,3.146,4.5069e-09
1835,3.147,2.92888e-09
1836,3.148,1.35196e-09
1837,3.15,4.5069e-09
1838,3.151,1.35196e-09
1839,3.153,7.66184e-09
1840,3.154,1.35196e-09
1841,3.155,1.35196e-09
1842,3.156,9.23877e-09
1843,3.157,-2.24961e-10
1844,3.158,1.35196e-09
1845,3.159,7.66184e-09
1846,3.16,2.92888e-09
1847,3.161,2.92888e-09
1848,3.162,1.08168e-08
1849,3.163,-2.24961e-10
1850,3.164,2.92888e-09
1851,3.165,2.92888e-09
1852,3.166,2.92888e-09
1853,3.167,4.5069e-09
1854,3.168,6.08382e-09
1855,3.17,2.92888e-09
1856,3.172,2.92888e-09
1857,3.174,2.92888e-09
1858,3.176,4.5069e-09
1859,3.178,2.92888e-09
1860,3.179,4.5069e-09
1861,3.181,2.92888e-09
1862,3.183,2.92888e-09
1863,3.185,6.08382e-09
1864,3.187,9.23877e-09
1865,3.189,2.92888e-09
1866,3.191,2.92888e-09
1867,3.193,4.5069e-09
1868,3.195,2.92888e-09
1869,3.197,1.35196e-09
1870,3.199,2.92888e-09
1871,3.201,1.35196e-09
1872,3.203,4.5069e-09
1873,3.205,2.92888e-09
1874,3.207,4.5069e-09
1875,3.209,2.92888e-09
1876,3.211,1.35196e-09
1877,3.213,6.08382e-09
1878,3.215,2.92888e-09
1879,3.217,4.5069e-09
1880,3.218,2.92888e-09
1881,3.22,2.92888e-09
1882,3.222,6.08382e-09
1883,3.223,2.92888e-09
1884,3.225,2.92888e-09
1885,3.227,2.92888e-09
1886,3.229,2.92888e-09
1887,3.231,7.66184e-09
1888,3.233,2.92888e-09
1889,3.235,2.92888e-09
1890,3.237,2.92888e-09
1891,3.239,2.92888e-09
1892,3.241,6.08382e-09
1893,3.243,-2.24961e-10
1894,3.245,2.92888e-09
1895,3.248,6.08382e-09
1896,3.249,9.23877e-09
1897,3.251,2.92888e-09
1898,3.253,1.35196e-09
1899,3.255,2.92888e-09
1900,3.257,2.92888e-09
1901,3.259,1.35196e-09
1902,3.261,2.92888e-09
1903,3.264,7.66184e-09
1904,3.266,4.5069e-09
1905,3.267,4.5069e-09
1906,3.269,2.92888e-09
1907,3.271,4.5069e-09
1908,3.273,2.92888e-09
1909,3.275,2.92888e-09
1910,3.277,1.35196e-09
1911,3.279,9.23877e-09
1912,3.281,1.35196e-09
1913,3.283,4.5069e-09
1914,3.285,4.5069e-09
1915,3.287,7.66184e-09
1916,3.289,2.92888e-09
1917,3.291,2.92888e-09
1918,3.293,1.35196e-09
1919,3.295,2.92888e-09
1920,3.297,4.5069e-09
1921,3.299,4.5069e-09
1922,3.301,7.66184e-09
1923,3.303,4.5069e-09
