,Time (s),Power (Watts)
164,0.307,1.35196e-09
165,0.309,6.08382e-09
166,0.311,1.35196e-09
167,0.312,2.92888e-09
168,0.313,-2.24961e-10
169,0.314,-2.24961e-10
170,0.315,1.35196e-09
171,0.316,1.35196e-09
172,0.317,2.92888e-09
173,0.318,1.35196e-09
174,0.319,-2.24961e-10
175,0.32,2.92888e-09
176,0.321,6.08382e-09
177,0.322,2.92888e-09
178,0.324,1.35196e-09
179,0.325,-4.95792e-09
180,0.326,1.35196e-09
181,0.328,6.08382e-09
182,0.33,1.35196e-09
183,0.332,1.35196e-09
184,0.334,-1.80298e-09
185,0.336,2.92888e-09
186,0.338,1.35196e-09
187,0.34,1.35196e-09
188,0.341,1.35196e-09
189,0.343,-1.80298e-09
190,0.345,1.35196e-09
191,0.347,4.5069e-09
192,0.349,1.35196e-09
193,0.351,1.35196e-09
194,0.353,-1.80298e-09
195,0.354,1.35196e-09
196,0.356,1.35196e-09
197,0.358,1.35196e-09
198,0.36,6.08382e-09
199,0.362,1.35196e-09
200,0.364,1.35196e-09
201,0.366,4.5069e-09
202,0.368,1.35196e-09
203,0.37,1.35196e-09
204,0.372,1.35196e-09
205,0.374,-2.24961e-10
206,0.376,1.35196e-09
207,0.378,1.35196e-09
208,0.38,2.92888e-09
209,0.382,1.35196e-09
210,0.384,-2.24961e-10
211,0.385,6.08382e-09
212,0.387,-2.24961e-10
213,0.389,-2.24961e-10
214,0.391,1.35196e-09
215,0.393,4.5069e-09
216,0.395,2.92888e-09
217,0.397,2.92888e-09
218,0.399,-2.24961e-10
219,0.4,4.5069e-09
220,0.402,1.35196e-09
221,0.404,2.92888e-09
222,0.406,1.35196e-09
223,0.408,4.5069e-09
224,0.41,2.92888e-09
225,0.412,1.35196e-09
226,0.414,1.35196e-09
227,0.416,1.35196e-09
228,0.418,-2.24961e-10
229,0.42,-2.24961e-10
230,0.422,2.92888e-09
231,0.424,4.5069e-09
232,0.426,1.35196e-09
233,0.428,2.92888e-09
234,0.43,-2.24961e-10
235,0.432,7.66184e-09
236,0.434,2.92888e-09
237,0.436,2.92888e-09
238,0.438,1.35196e-09
239,0.44,-4.95792e-09
240,0.442,1.35196e-09
241,0.444,-2.24961e-10
242,0.445,2.92888e-09
243,0.448,4.5069e-09
244,0.45,-2.24961e-10
245,0.452,7.66184e-09
246,0.454,1.35196e-09
247,0.456,4.5069e-09
248,0.458,1.35196e-09
249,0.46,-3.3799e-09
250,0.462,1.35196e-09
251,0.464,2.92888e-09
252,0.466,-2.24961e-10
253,0.468,1.35196e-09
254,0.47,1.35196e-09
255,0.472,1.35196e-09
256,0.474,2.92888e-09
257,0.476,4.5069e-09
258,0.478,-2.24961e-10
259,0.479,2.92888e-09
260,0.481,-2.24961e-10
261,0.483,-2.24961e-10
262,0.485,-2.24961e-10
263,0.487,2.92888e-09
264,0.489,-2.24961e-10
265,0.491,1.35196e-09
266,0.493,1.08168e-08
267,0.494,1.35196e-09
268,0.497,1.35196e-09
269,0.499,-1.80298e-09
270,0.501,2.92888e-09
271,0.503,1.35196e-09
272,0.505,1.35196e-09
273,0.507,7.66184e-09
274,0.508,2.92888e-09
275,0.511,1.35196e-09
276,0.513,1.35196e-09
277,0.515,-2.24961e-10
278,0.517,1.35196e-09
279,0.519,-2.24961e-10
280,0.52,4.5069e-09
281,0.522,4.5069e-09
282,0.524,1.35196e-09
283,0.526,1.35196e-09
284,0.528,-2.24961e-10
285,0.53,4.5069e-09
286,0.532,1.35196e-09
287,0.534,1.35196e-09
288,0.536,1.35196e-09
289,0.538,-2.24961e-10
290,0.539,-2.24961e-10
291,0.541,-1.80298e-09
292,0.542,1.35196e-09
293,0.544,1.35196e-09
294,0.546,1.35196e-09
295,0.548,2.92888e-09
296,0.55,1.35196e-09
297,0.552,4.5069e-09
298,0.554,1.35196e-09
299,0.556,-2.24961e-10
300,0.557,1.35196e-09
301,0.559,-2.24961e-10
302,0.561,1.35196e-09
303,0.563,-1.80298e-09
304,0.564,2.92888e-09
305,0.566,-2.24961e-10
306,0.568,6.08382e-09
307,0.57,1.35196e-09
308,0.572,1.35196e-09
309,0.574,1.35196e-09
310,0.575,2.92888e-09
311,0.577,1.35196e-09
312,0.579,2.92888e-09
313,0.581,2.92888e-09
314,0.583,1.35196e-09
315,0.585,2.92888e-09
316,0.587,2.92888e-09
317,0.588,1.35196e-09
318,0.59,1.35196e-09
319,0.592,-2.24961e-10
320,0.594,2.92888e-09
321,0.596,1.35196e-09
322,0.598,6.08382e-09
323,0.6,-2.24961e-10
324,0.602,7.66184e-09
325,0.604,2.92888e-09
326,0.606,4.5069e-09
327,0.608,1.35196e-09
328,0.61,1.35196e-09
329,0.612,-2.24961e-10
330,0.614,1.35196e-09
331,0.616,1.35196e-09
332,0.618,2.92888e-09
333,0.62,-2.24961e-10
334,0.622,1.35196e-09
335,0.624,1.35196e-09
336,0.626,1.35196e-09
337,0.628,1.35196e-09
338,0.63,-2.24961e-10
339,0.632,-2.24961e-10
340,0.633,4.5069e-09
341,0.635,1.35196e-09
342,0.637,1.35196e-09
343,0.639,1.35196e-09
344,0.641,2.92888e-09
345,0.643,-1.80298e-09
346,0.645,-2.24961e-10
347,0.646,1.35196e-09
348,0.649,2.92888e-09
349,0.651,6.08382e-09
350,0.653,6.08382e-09
351,0.655,2.92888e-09
352,0.657,1.35196e-09
353,0.659,1.35196e-09
354,0.661,-2.24961e-10
355,0.662,4.5069e-09
356,0.665,-1.80298e-09
357,0.666,1.35196e-09
358,0.668,-2.24961e-10
359,0.67,-2.24961e-10
360,0.672,-2.24961e-10
361,0.674,1.35196e-09
362,0.676,1.35196e-09
363,0.678,1.35196e-09
364,0.68,1.35196e-09
365,0.682,2.92888e-09
366,0.684,1.35196e-09
367,0.686,1.35196e-09
368,0.688,2.92888e-09
369,0.69,1.35196e-09
370,0.692,1.35196e-09
371,0.694,1.35196e-09
372,0.696,2.92888e-09
373,0.698,2.92888e-09
374,0.7,1.35196e-09
375,0.702,-2.24961e-10
376,0.704,2.92888e-09
377,0.706,1.08168e-08
378,0.707,-2.24961e-10
379,0.709,1.35196e-09
380,0.711,1.35196e-09
381,0.713,1.35196e-09
382,0.715,1.35196e-09
383,0.717,6.08382e-09
384,0.719,-2.24961e-10
385,0.721,6.08382e-09
386,0.723,-2.24961e-10
387,0.724,1.35196e-09
388,0.726,1.35196e-09
389,0.728,1.35196e-09
390,0.729,1.35196e-09
391,0.731,4.5069e-09
392,0.733,1.35196e-09
393,0.735,2.92888e-09
394,0.737,1.35196e-09
395,0.739,-2.24961e-10
396,0.741,4.5069e-09
397,0.743,1.35196e-09
398,0.744,4.5069e-09
399,0.746,-2.24961e-10
400,0.748,2.92888e-09
401,0.75,2.92888e-09
402,0.752,1.35196e-09
403,0.754,-2.24961e-10
404,0.755,1.35196e-09
405,0.757,1.35196e-09
406,0.76,2.92888e-09
407,0.762,1.35196e-09
408,0.764,4.5069e-09
409,0.766,1.35196e-09
410,0.768,1.35196e-09
411,0.77,2.92888e-09
412,0.772,-2.24961e-10
413,0.774,1.35196e-09
414,0.776,1.35196e-09
415,0.778,2.92888e-09
416,0.78,1.35196e-09
417,0.782,6.08382e-09
418,0.784,2.92888e-09
419,0.786,1.35196e-09
420,0.788,-2.24961e-10
421,0.79,-2.24961e-10
422,0.791,-3.3799e-09
423,0.794,1.35196e-09
424,0.796,1.35196e-09
425,0.798,1.35196e-09
426,0.8,2.92888e-09
427,0.802,1.35196e-09
428,0.804,-2.24961e-10
429,0.806,-2.24961e-10
430,0.807,1.35196e-09
431,0.809,1.35196e-09
432,0.811,1.35196e-09
433,0.813,1.35196e-09
434,0.815,1.35196e-09
435,0.817,1.35196e-09
436,0.819,1.35196e-09
437,0.821,4.5069e-09
438,0.823,1.35196e-09
439,0.825,1.35196e-09
440,0.827,6.08382e-09
441,0.829,2.92888e-09
442,0.831,1.35196e-09
443,0.833,1.35196e-09
444,0.835,4.5069e-09
445,0.837,1.35196e-09
446,0.838,1.35196e-09
447,0.84,-2.24961e-10
448,0.841,-2.24961e-10
449,0.843,-2.24961e-10
450,0.845,1.35196e-09
451,0.847,-2.24961e-10
452,0.849,2.92888e-09
453,0.851,1.35196e-09
454,0.853,6.08382e-09
455,0.854,2.92888e-09
456,0.857,1.35196e-09
457,0.859,2.92888e-09
458,0.861,4.5069e-09
459,0.863,1.35196e-09
460,0.865,2.92888e-09
461,0.867,-2.24961e-10
462,0.869,1.35196e-09
463,0.871,-2.24961e-10
464,0.873,1.35196e-09
465,0.875,1.35196e-09
466,0.877,4.5069e-09
467,0.879,4.5069e-09
468,0.881,2.92888e-09
469,0.883,1.35196e-09
470,0.885,-2.24961e-10
471,0.886,1.35196e-09
472,0.888,1.35196e-09
473,0.89,7.66184e-09
474,0.892,1.35196e-09
475,0.894,1.35196e-09
476,0.896,-2.24961e-10
477,0.898,2.92888e-09
478,0.9,-1.80298e-09
479,0.901,1.35196e-09
480,0.903,2.92888e-09
481,0.905,-2.24961e-10
482,0.906,1.35196e-09
483,0.909,-2.24961e-10
484,0.91,1.35196e-09
485,0.913,1.35196e-09
486,0.915,2.92888e-09
487,0.917,1.35196e-09
488,0.919,2.92888e-09
489,0.921,1.35196e-09
490,0.923,1.35196e-09
491,0.925,-2.24961e-10
492,0.927,1.35196e-09
493,0.929,1.35196e-09
494,0.931,2.92888e-09
495,0.932,1.35196e-09
496,0.935,2.92888e-09
497,0.937,-2.24961e-10
498,0.939,4.5069e-09
499,0.941,2.92888e-09
500,0.943,2.92888e-09
501,0.945,7.66184e-09
502,0.947,-2.24961e-10
503,0.948,2.92888e-09
504,0.95,1.35196e-09
505,0.952,4.5069e-09
506,0.954,-2.24961e-10
507,0.956,1.35196e-09
508,0.958,-2.24961e-10
509,0.96,4.5069e-09
510,0.962,6.08382e-09
511,0.964,1.35196e-09
512,0.966,6.08382e-09
513,0.968,1.35196e-09
514,0.97,4.5069e-09
515,0.972,2.92888e-09
516,0.974,-2.24961e-10
517,0.975,-2.24961e-10
518,0.977,2.92888e-09
519,0.979,6.08382e-09
520,0.981,2.92888e-09
521,0.982,1.35196e-09
522,0.985,6.08382e-09
523,0.987,-2.24961e-10
524,0.988,2.92888e-09
525,0.989,1.35196e-09
526,0.99,1.35196e-09
527,0.991,-2.24961e-10
528,0.992,1.35196e-09
529,0.993,1.35196e-09
530,0.994,2.92888e-09
531,0.995,2.92888e-09
532,0.996,2.92888e-09
533,0.997,2.92888e-09
534,0.998,1.35196e-09
535,0.999,1.35196e-09
536,1.0,2.92888e-09
537,1.001,1.35196e-09
538,1.002,1.35196e-09
539,1.003,2.92888e-09
540,1.004,2.92888e-09
541,1.005,1.35196e-09
542,1.006,4.5069e-09
543,1.007,4.5069e-09
544,1.008,1.35196e-09
545,1.009,2.92888e-09
546,1.01,2.92888e-09
547,1.011,4.5069e-09
548,1.012,1.35196e-09
549,1.013,1.35196e-09
550,1.014,-2.24961e-10
551,1.015,4.5069e-09
552,1.016,4.5069e-09
553,1.017,9.23877e-09
554,1.018,4.5069e-09
555,1.019,2.92888e-09
556,1.02,2.92888e-09
557,1.021,2.92888e-09
558,1.022,-2.24961e-10
559,1.023,2.92888e-09
560,1.024,4.5069e-09
561,1.025,1.35196e-09
562,1.026,2.92888e-09
563,1.027,9.23877e-09
564,1.028,2.92888e-09
565,1.029,2.92888e-09
566,1.03,4.5069e-09
567,1.031,9.23877e-09
568,1.032,4.5069e-09
569,1.033,4.5069e-09
570,1.034,4.5069e-09
571,1.035,2.92888e-09
572,1.036,2.92888e-09
573,1.037,4.5069e-09
574,1.038,4.5069e-09
575,1.039,6.08382e-09
576,1.04,2.92888e-09
577,1.041,6.08382e-09
578,1.042,4.5069e-09
579,1.043,-2.24961e-10
580,1.044,4.5069e-09
581,1.045,6.08382e-09
582,1.046,4.5069e-09
583,1.047,7.66184e-09
584,1.048,2.92888e-09
585,1.049,4.5069e-09
586,1.05,2.92888e-09
587,1.051,4.5069e-09
588,1.052,4.5069e-09
589,1.053,7.66184e-09
590,1.054,4.5069e-09
591,1.055,6.08382e-09
592,1.056,6.08382e-09
593,1.057,2.92888e-09
594,1.058,6.08382e-09
595,1.059,2.92888e-09
596,1.06,4.5069e-09
597,1.061,2.92888e-09
598,1.062,2.92888e-09
599,1.063,4.5069e-09
600,1.064,2.92888e-09
601,1.065,2.92888e-09
602,1.066,2.92888e-09
603,1.067,4.5069e-09
604,1.068,2.92888e-09
605,1.069,2.92888e-09
606,1.07,2.92888e-09
607,1.071,4.5069e-09
608,1.073,6.08382e-09
609,1.074,2.92888e-09
610,1.075,4.5069e-09
611,1.076,4.5069e-09
612,1.078,4.5069e-09
613,1.08,2.92888e-09
614,1.082,4.5069e-09
615,1.083,2.92888e-09
616,1.084,4.5069e-09
617,1.085,4.5069e-09
618,1.086,2.92888e-09
619,1.087,2.92888e-09
620,1.088,2.92888e-09
621,1.089,2.92888e-09
622,1.091,2.92888e-09
623,1.093,4.5069e-09
624,1.095,2.92888e-09
625,1.097,4.5069e-09
626,1.099,2.92888e-09
627,1.101,4.5069e-09
628,1.103,2.92888e-09
629,1.105,6.08382e-09
630,1.107,2.92888e-09
631,1.109,2.92888e-09
632,1.111,2.92888e-09
633,1.113,2.92888e-09
634,1.115,4.5069e-09
635,1.117,4.5069e-09
636,1.119,2.92888e-09
637,1.121,4.5069e-09
638,1.123,2.92888e-09
639,1.125,4.5069e-09
640,1.127,2.92888e-09
641,1.129,2.92888e-09
642,1.131,2.92888e-09
643,1.133,2.92888e-09
644,1.135,2.92888e-09
645,1.136,1.35196e-09
646,1.139,2.92888e-09
647,1.141,4.5069e-09
648,1.143,-2.24961e-10
649,1.145,4.5069e-09
650,1.147,2.92888e-09
651,1.149,4.5069e-09
652,1.151,1.35196e-09
653,1.153,1.35196e-09
654,1.155,6.08382e-09
655,1.157,4.5069e-09
656,1.159,2.92888e-09
657,1.161,1.08168e-08
658,1.163,2.92888e-09
659,1.165,2.92888e-09
660,1.167,2.92888e-09
661,1.169,1.35196e-09
662,1.171,2.92888e-09
663,1.173,-2.24961e-10
664,1.175,4.5069e-09
665,1.177,4.5069e-09
666,1.179,4.5069e-09
667,1.181,2.92888e-09
668,1.183,2.92888e-09
669,1.185,2.92888e-09
670,1.187,7.66184e-09
671,1.189,2.92888e-09
672,1.191,1.35196e-09
673,1.193,6.08382e-09
674,1.195,1.35196e-09
675,1.197,4.5069e-09
676,1.199,4.5069e-09
677,1.201,4.5069e-09
678,1.203,7.66184e-09
679,1.205,1.35196e-09
680,1.207,2.92888e-09
681,1.209,1.35196e-09
682,1.211,2.92888e-09
683,1.213,1.35196e-09
684,1.215,2.92888e-09
685,1.217,2.92888e-09
686,1.219,7.66184e-09
687,1.221,2.92888e-09
688,1.223,2.92888e-09
689,1.225,2.92888e-09
690,1.227,1.35196e-09
691,1.229,2.92888e-09
692,1.231,1.35196e-09
693,1.233,2.92888e-09
694,1.235,6.08382e-09
695,1.237,2.92888e-09
696,1.239,2.92888e-09
697,1.241,2.92888e-09
698,1.243,7.66184e-09
699,1.245,4.5069e-09
700,1.247,2.92888e-09
701,1.249,2.92888e-09
702,1.251,2.92888e-09
703,1.253,2.92888e-09
704,1.255,2.92888e-09
705,1.257,2.92888e-09
706,1.258,-2.24961e-10
707,1.26,4.5069e-09
708,1.262,2.92888e-09
709,1.264,2.92888e-09
710,1.266,4.5069e-09
711,1.268,2.92888e-09
712,1.27,2.92888e-09
713,1.272,4.5069e-09
714,1.274,2.92888e-09
715,1.276,9.23877e-09
716,1.278,2.92888e-09
717,1.28,-2.24961e-10
718,1.282,4.5069e-09
719,1.284,7.66184e-09
720,1.286,4.5069e-09
721,1.288,1.35196e-09
722,1.29,2.92888e-09
723,1.291,2.92888e-09
724,1.293,2.92888e-09
725,1.295,4.5069e-09
726,1.297,2.92888e-09
727,1.299,2.92888e-09
728,1.301,1.35196e-09
729,1.303,6.08382e-09
730,1.305,2.92888e-09
731,1.307,2.92888e-09
732,1.309,1.35196e-09
733,1.311,7.66184e-09
734,1.313,2.92888e-09
735,1.315,2.92888e-09
736,1.317,1.35196e-09
737,1.319,1.35196e-09
738,1.321,6.08382e-09
739,1.323,1.35196e-09
740,1.324,4.5069e-09
741,1.327,4.5069e-09
742,1.329,2.92888e-09
743,1.331,2.92888e-09
744,1.333,1.35196e-09
745,1.335,2.92888e-09
746,1.337,1.35196e-09
747,1.338,1.35196e-09
748,1.34,1.35196e-09
749,1.342,2.92888e-09
750,1.344,4.5069e-09
751,1.346,2.92888e-09
752,1.348,2.92888e-09
753,1.35,2.92888e-09
754,1.352,1.35196e-09
755,1.354,6.08382e-09
756,1.356,2.92888e-09
757,1.358,4.5069e-09
758,1.36,4.5069e-09
759,1.362,2.92888e-09
760,1.364,4.5069e-09
761,1.366,1.08168e-08
762,1.368,6.08382e-09
763,1.369,1.23937e-08
764,1.371,4.5069e-09
765,1.373,4.5069e-09
766,1.375,2.92888e-09
767,1.377,6.08382e-09
768,1.379,4.5069e-09
769,1.381,4.5069e-09
770,1.383,1.23937e-08
771,1.385,4.5069e-09
772,1.387,6.08382e-09
773,1.389,7.66184e-09
774,1.391,7.66184e-09
775,1.393,7.66184e-09
776,1.395,1.08168e-08
777,1.397,7.66184e-09
778,1.399,1.39706e-08
779,1.401,1.08168e-08
780,1.403,1.23937e-08
781,1.405,2.92888e-09
782,1.407,1.08168e-08
783,1.409,1.39706e-08
784,1.411,1.39706e-08
785,1.413,1.55487e-08
786,1.415,1.23937e-08
787,1.417,1.87036e-08
788,1.419,2.50124e-08
789,1.421,2.34355e-08
790,1.423,2.81673e-08
791,1.425,4.07871e-08
792,1.427,4.2364e-08
793,1.429,5.81376e-08
794,1.431,7.07574e-08
795,1.433,8.33761e-08
796,1.435,1.02305e-07
797,1.437,1.38585e-07
798,1.439,1.82752e-07
799,1.441,2.15877e-07
800,1.443,2.52157e-07
801,1.445,2.96323e-07
802,1.447,3.67307e-07
803,1.448,4.05164e-07
804,1.45,4.63527e-07
805,1.452,4.95075e-07
806,1.454,5.48706e-07
807,1.456,6.37039e-07
808,1.457,7.47457e-07
809,1.46,8.29481e-07
810,1.462,8.76803e-07
811,1.463,9.2097e-07
812,1.465,1.05505e-06
813,1.467,1.24276e-06
814,1.469,1.40681e-06
815,1.471,1.45255e-06
816,1.473,1.51091e-06
817,1.475,1.63868e-06
818,1.477,1.80115e-06
819,1.479,1.91788e-06
820,1.481,1.9163e-06
821,1.483,1.9305e-06
822,1.485,2.02199e-06
823,1.487,2.15922e-06
824,1.489,2.25544e-06
825,1.491,2.2302e-06
826,1.493,2.22547e-06
827,1.495,2.28699e-06
828,1.497,2.4116e-06
829,1.499,2.49836e-06
830,1.501,2.46996e-06
831,1.503,2.45577e-06
832,1.505,2.51098e-06
833,1.506,2.63401e-06
834,1.509,2.705e-06
835,1.51,2.66083e-06
836,1.513,2.62297e-06
837,1.515,2.65767e-06
838,1.517,2.76178e-06
839,1.519,2.82961e-06
840,1.521,2.77756e-06
841,1.522,2.74601e-06
842,1.525,2.7744e-06
843,1.527,2.88009e-06
844,1.529,2.94949e-06
845,1.531,2.88955e-06
846,1.532,2.84538e-06
847,1.535,2.85643e-06
848,1.536,2.95896e-06
849,1.539,3.02205e-06
850,1.541,2.96211e-06
851,1.543,2.91952e-06
852,1.545,2.94318e-06
853,1.547,3.04571e-06
854,1.549,3.10881e-06
855,1.551,3.04887e-06
856,1.553,3.00785e-06
857,1.555,3.02363e-06
858,1.557,3.12458e-06
859,1.558,3.18768e-06
860,1.561,3.12616e-06
861,1.563,3.08515e-06
862,1.565,3.10723e-06
863,1.567,3.21292e-06
864,1.569,3.28705e-06
865,1.571,3.23184e-06
866,1.573,3.18768e-06
867,1.575,3.20503e-06
868,1.577,3.30283e-06
869,1.579,3.37539e-06
870,1.581,3.32491e-06
871,1.583,3.28705e-06
872,1.585,3.31545e-06
873,1.587,3.42113e-06
874,1.588,3.47318e-06
875,1.59,3.48738e-06
876,1.591,3.43059e-06
877,1.594,3.40851e-06
878,1.596,3.47949e-06
879,1.598,3.58518e-06
880,1.6,3.60568e-06
881,1.602,3.55205e-06
882,1.604,3.53944e-06
883,1.606,3.62146e-06
884,1.607,3.68455e-06
885,1.609,3.77289e-06
886,1.611,3.73188e-06
887,1.613,3.69875e-06
888,1.615,3.72241e-06
889,1.617,3.83125e-06
890,1.619,3.92432e-06
891,1.621,3.88646e-06
892,1.623,3.86438e-06
893,1.625,3.89908e-06
894,1.627,4.03e-06
895,1.629,4.12465e-06
896,1.631,4.10256e-06
897,1.633,4.08048e-06
898,1.635,4.11203e-06
899,1.637,4.23506e-06
900,1.639,4.33602e-06
901,1.641,4.31867e-06
902,1.643,4.3092e-06
903,1.645,4.35652e-06
904,1.647,4.48902e-06
905,1.649,4.60575e-06
906,1.651,4.59313e-06
907,1.653,4.58367e-06
908,1.655,4.62152e-06
909,1.657,4.75718e-06
910,1.659,4.86917e-06
911,1.661,4.86286e-06
912,1.663,4.86444e-06
913,1.665,4.92438e-06
914,1.666,5.07423e-06
915,1.669,5.20673e-06
916,1.671,5.22093e-06
917,1.673,5.2367e-06
918,1.675,5.30296e-06
919,1.677,5.46385e-06
920,1.679,5.61212e-06
921,1.681,5.64998e-06
922,1.683,5.69415e-06
923,1.685,5.7951e-06
924,1.687,5.98912e-06
925,1.689,6.1721e-06
926,1.691,6.24308e-06
927,1.693,6.31248e-06
928,1.695,6.44025e-06
929,1.697,6.66266e-06
930,1.699,6.87561e-06
931,1.701,6.98761e-06
932,1.703,7.11064e-06
933,1.705,7.29046e-06
934,1.707,7.57755e-06
935,1.708,7.85675e-06
936,1.711,8.05077e-06
937,1.713,8.25425e-06
938,1.715,8.54291e-06
939,1.717,8.9625e-06
940,1.719,9.45149e-06
941,1.721,9.96256e-06
942,1.723,1.06235e-05
943,1.725,1.14816e-05
944,1.727,1.257e-05
945,1.729,1.38114e-05
946,1.731,1.51001e-05
947,1.733,1.65213e-05
948,1.735,1.81003e-05
949,1.737,1.98812e-05
950,1.739,2.17378e-05
951,1.741,2.35786e-05
952,1.743,2.54478e-05
953,1.744,2.64037e-05
954,1.746,2.83802e-05
955,1.748,3.03582e-05
956,1.75,3.22053e-05
957,1.752,3.389e-05
958,1.754,3.545e-05
959,1.756,3.69296e-05
960,1.757,3.83019e-05
961,1.76,3.94676e-05
962,1.762,4.04424e-05
963,1.764,4.13021e-05
964,1.766,4.21129e-05
965,1.768,4.28653e-05
966,1.77,4.34379e-05
967,1.772,4.38748e-05
968,1.774,4.42471e-05
969,1.776,4.46067e-05
970,1.778,4.49333e-05
971,1.78,4.51257e-05
972,1.782,4.51967e-05
973,1.784,4.52156e-05
974,1.786,4.52535e-05
975,1.788,4.5274e-05
976,1.79,4.51588e-05
977,1.791,4.50358e-05
978,1.793,4.47803e-05
979,1.795,4.45153e-05
980,1.797,4.42992e-05
981,1.799,4.40468e-05
982,1.801,4.36666e-05
983,1.803,4.32597e-05
984,1.805,4.28811e-05
985,1.807,4.25814e-05
986,1.809,4.22659e-05
987,1.811,4.18542e-05
988,1.813,4.14346e-05
